12	0.10355997085571289	0.0	0.09839272499084473	0.0	0
14	0.1306774616241455	0.0	0.10834264755249023	0.0	0
16	0.20532751083374023	0.0	0.13495588302612305	0.0	0
18	0.1857759952545166	0.0	0.16775941848754883	0.0	0
20	0.22172117233276367	0.0	0.45131778717041016	0.0	0
22	0.24762630462646484	0.0	0.6975669860839844	0.0	0
24	0.2907524108886719	0.0	0.6164774894714355	0.0	0
26	0.3184235095977783	0.0	2.0585145950317383	0.0	0
28	0.36573266983032227	0.0	7.15776801109314	0.0	0
30	0.4094834327697754	0.0	29.061052799224854	0.0	0
