20	4.916052341461182	0.0	None	None	0
30	10.441982984542847	0.0	None	None	0
40	15.568369388580322	0.0	None	None	0
50	18.872151374816895	0.0	None	None	0
60	23.1528217792511	0.0	None	None	0
70	37.161163091659546	0.0	None	None	0
80	77.6864423751831	0.0	None	None	0
90	92.56226873397827	0.0	None	None	0
100	104.81057929992676	0.0	None	None	0
110	124.44676470756531	0.0	None	None	0
120	136.43738532066345	0.0	None	None	0
130	149.53273129463196	0.0	None	None	0
140	156.72126841545105	0.0	None	None	0
150	174.22060108184814	0.0	None	None	0
160	188.45728278160095	0.0	None	None	0
170	209.6309666633606	0.0	None	None	0
180	220.9774146080017	0.0	None	None	0
190	224.01038527488708	0.0	None	None	0
200	241.22885918617249	0.0	None	None	0
20	None	None	0.16361379623413086	0.0	0
22	None	None	0.13486385345458984	0.0	0
24	None	None	0.6302919387817383	0.0	0
26	None	None	2.6831493377685547	0.0	0
28	None	None	11.325570106506348	0.0	0
30	None	None	49.87400007247925	0.0	0
32	None	None	213.942036151886	0.0	0
34	None	None	857.6295454502106	0.0	0
