12	0.1571044921875	0.0	0.11782121658325195	0.0	0
14	0.16977763175964355	0.0	0.13490581512451172	0.0	0
16	0.19751214981079102	0.0	0.26772093772888184	0.0	0
18	0.2310187816619873	0.0	0.23974919319152832	0.0	0
20	0.26511645317077637	0.0	0.21145272254943848	0.0	0
22	0.2962956428527832	0.0	0.2429826259613037	0.0	0
24	0.2977023124694824	0.0	0.6168642044067383	0.0	0
26	0.38634681701660156	0.0	1.6273934841156006	0.0	0
28	0.37795209884643555	0.0	5.90179181098938	0.0	0
30	0.4294717311859131	0.0	23.54480767250061	0.0	0
